Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
BRADFIELD,1194,OTHER FEES,2011-03-02,2980312,260314,17059.10,ADDLESHAW GODDARD,417091,Legal Services,SOLICITORS
FIR VALE EXPANSION,1194,OTHER FEES,2011-03-02,2980317,1167524,2061.00,NABARRO,207042,Legal Services,SOLICITORS
HANDSWORTH GRANGE,1194,OTHER FEES,2011-03-02,2980390,260344,1802.17,ADDLESHAW GODDARD,417091,Legal Services,SOLICITORS
SCC INTERNAL PROG. COSTS - W4,1194,OTHER FEES,2011-03-02,2980599,542,3300.00,SHEFFIELD LEP LTD,482230,Unclassified Non Trade,LOCAL GOVERNMENT
RAVENSCROFT BLIND & PARTIALLY,8060,MATERIALS AND SUPPLIES GENERAL,2011-03-02,2980655,12769,656.56,PYRAMID CARPETS,243612,Building Construction Materials,CARPETS & RUGS - RETAIL
CORONIAL SERVICES,8550,OTHER SERVICES,2011-03-02,2980669,4000272775,2099.67,SHEFFIELD TEACHING HOSPITALS NHS TRUST,308114,Unclassified Non Trade,HOSPITALS
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2011-03-02,2980676,40-20382,16140.00,CATCH 22 MIDLANDS & NORTH,366521,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SPRINGS LEISURE CENTRE,6030,REPAIRS AND MTCE - RESPONSIVE,2011-03-02,2980737,11538,790.00,COMPLETE TECHNICAL SERVICES LTD,459939,Building Construction Materials,AIR CONDITIONING EQUIPMENT & S
CRYSTAL PEAKS (INDOOR),6030,REPAIRS AND MTCE - RESPONSIVE,2011-03-02,2980747,101618,725.00,VIGIL SECURITY SYSTEM PARTNERS,440317,Facilities Management,BURGLAR & INTRUDER ALARM SYSTE
TRANSPORT FLEET MANAGEMENT,7060,EXTERNAL VEHICLE HIRE,2011-03-02,2980775,62997,2037.00,DAWSON RENTALS SWEEPERS,446765,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
BIRLEY,1194,OTHER FEES,2011-03-02,2980787,1169645,2532.57,NABARRO,207042,Legal Services,SOLICITORS
V TALENT YEAR,8350,MISCELLANEOUS EXPENSES,2011-03-02,2980792,SOURCEINV215,1350.00,ROBERT CHISWICK TRAINING & DEVELOPMENT,547573,Facilities Management,MARKETING CONSULTANTS & SERVIC
NOTRE DAME,1194,OTHER FEES,2011-03-02,2980801,VJG/RH/39939-0202-4,1166.00,TAYLOR & EMMET SOLICITORS,380543,Legal Services,SOLICITORS
VSP DELIVER,9140,PRIVATE CONTRACTORS,2011-03-02,2983017,I0049895,4827.96,THE SHEFFIELD COLLEGE,297611,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
GENERIC CARERS GRANT,8490,OTHER PROFESSIONAL FEES,2011-03-02,2983246,PEG/SCC/CAC/02,2837.00,POLICY EVALUATION GROUP,472932,Facilities Management,RESEARCH ORGANISATIONS
VSP DELIVER,9120,OTHER AGENCIES,2011-03-02,2983262,I0049852,4866.93,THE SHEFFIELD COLLEGE,297611,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
MILLENNIUM SQUARE,6030,REPAIRS AND MTCE - RESPONSIVE,2011-03-02,2983264,655,2956.00,NATIONWIDE PUBLIC AREA CLEANING LTD,509846,Cleaning and Janitorial,CLEANING SERVICES - COMMERCIAL
VSP DELIVER,9120,OTHER AGENCIES,2011-03-02,2983267,I0049870,12114.33,THE SHEFFIELD COLLEGE,297611,Unclassified Non Trade,SCHOOLS & COLLEGES - FURTHER E
V TALENT YEAR,8350,MISCELLANEOUS EXPENSES,2011-03-02,2983278,SL0060339,584.20,SYPTE,208757,Transport,BUS & COACH OPERATORS & STATIO
SY EMP UNIT TRAINING CONSORTIU,9120,OTHER AGENCIES,2011-03-02,2983281,9000110475,9371.37,BARNSLEY M B C,504141,Unclassified Non Trade,LOCAL GOVERNMENT
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2011-03-02,2983284,268,40000.00,THE SOURCE AT MEADOWHALL,350485,Human Resources,TRAINING CENTRES
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2011-03-02,2983302,265,30000.00,THE SOURCE AT MEADOWHALL,350485,Human Resources,TRAINING CENTRES
14-19 DIPLOMA DELIVERY,8440,FEE EXPENSES,2011-03-02,2983320,104435,1069.00,LEARNING & SKILLS NETWORK,517629,Education,EDUCATIONAL SERVICES
VSP DELIVER,9140,PRIVATE CONTRACTORS,2011-03-02,2983346,174,1590.91,SIGNPOST PROJECT,486881,Unclassified Non Trade,YOUTH ORGANISATIONS & CENTRES
DISADVANTAGED AREA FUNDING,9120,OTHER AGENCIES,2011-03-02,2983548,4000273474,4000.00,SHEFFIELD TEACHING HOSPITAL NHS,309216,Unclassified Non Trade,HOSPITALS
NEETS 16+,9120,OTHER AGENCIES,2011-03-02,2983555,9995,1327.90,ENDEAVOUR TRAINING,378779,Unclassified Non Trade,YOUTH ORGANISATIONS & CENTRES
NEETS 16+,9120,OTHER AGENCIES,2011-03-02,2983557,735,2142.00,KELVIN MEDIA PRODUCTIONS,475794,Human Resources,TRAINING CENTRES
SECURITY SERVICES,8540,SECURITY SERVICES,2011-03-02,2983558,2592718,1624.39,CHUBB ELECTRONIC SECURITY LTD,417916,Facilities Management,SECURITY SERVICES
NEETS 16+,9120,OTHER AGENCIES,2011-03-02,2983592,100055,7328.90,SPRINT TRAINING LTD,375572,Leisure Services,MOTOR SPORTS
NEETS 16+,9120,OTHER AGENCIES,2011-03-02,2983605,2044,2688.40,YOUTH ASSOCIATION SOUTH YORKSHIRE,313174,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
LOCAL HOUSING COMPANY,1148,SURVEY COSTS,2011-03-02,2983645,51508,3581.55,RIDER LEVETT BUCKNALL UK LIMITED,393685,Consultancy,BUILDING CONSULTANTS
PAYMENT HOLDING ACCOUNT,8350,MISCELLANEOUS EXPENSES,2011-03-02,2983678,398,252938.00,SHEFFIELD HOMES LTD,503889,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
COBNAR RD PLAYGROUND,1183,PURCHASE OF EQUIPMENT,2011-03-02,2983707,4089,1159.00,MAGICAL UK LIMITED,373899,Sports & Playground,PLAYGROUND EQUIPMENT
PAYMENT HOLDING ACCOUNT,8350,MISCELLANEOUS EXPENSES,2011-03-02,2983714,397,57339.95,SHEFFIELD HOMES LTD,503889,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SNIPS,8180,GRANTS,2011-03-02,2983777,854,5000.00,FRIENDS OF BENTS GREEN,397245,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
NEETS 16+,9120,OTHER AGENCIES,2011-03-02,2983845,2043,996.40,YOUTH ASSOCIATION SOUTH YORKSHIRE,313174,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SCHOOL INTERVENTION GRANT,8440,FEE EXPENSES,2011-03-02,2983874,43386,1600.00,JOHN BRENNAN LTD,529325,Human Resources,TRAINING CONSULTANTS
SKILLS STRATEGY,9120,OTHER AGENCIES,2011-03-02,2983878,11609,5000.00,BUSINESS EMPLOYMENT SERVICES TRAINING,507969,Human Resources,TRAINING SERVICES
NEETS 16+,9120,OTHER AGENCIES,2011-03-02,2983886,734,1655.00,KELVIN MEDIA PRODUCTIONS,475794,Human Resources,TRAINING CENTRES
CUSTOMER FIRST PROGRAMME,8460,CONSULTANTS FEES,2011-03-02,2983947,272,14820.00,SYNECTIC MANAGEMENT CONSULTANCY LTD,545189,Consultancy,BUSINESS & MANAGEMENT CONSULTA
P&FM CLIENT,8440,FEE EXPENSES,2011-03-02,2983949,19412,1695.00,UNIVERSITY OF HUDDERSFIELD,325076,Unclassified Non Trade,UNIVERSITIES & MEDICAL SCHOOLS
GALVANISE,8440,FEE EXPENSES,2011-03-02,2983951,156,2250.00,SARA UNWIN LTD,423448,Leisure Services,"EXHIBITION, EVENT & TRADE FAIR"
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984047,J333371 060211,2556.84,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984048,J340958 060311,2417.00,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984049,J333378 060211,1450.12,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984049,J333378 060211,4755.80,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984050,J340959 060311,4755.80,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984050,J340959 060311,1450.12,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984051,J333382 060211,8610.48,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984052,J340963 060311,8610.48,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984053,J333388 060211,2397.56,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984054,J340969 060311,2397.56,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984055,J333376 060211,2629.60,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984056,J340957 060311,2629.60,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984058,J340952 060311,2556.84,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-03-02,2984063,J347828 060311,4764.57,THE LIME TREES,362053,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,4260,RESIDENTIAL COSTS RECOVERED,2011-03-02,2984064,J343434 060311,4159.89,BYRON LODGE RESIDENTIAL HOME,362123,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984065,J333372 060211,1179.52,DARESBURY ROAD,362153,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984065,J333372 060211,2720.68,DARESBURY ROAD,362153,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984066,J340953 060311,1179.52,DARESBURY ROAD,362153,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984066,J340953 060311,2720.68,DARESBURY ROAD,362153,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984067,J333369 060211,1611.12,STEVEN CLOSE,362157,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984067,J333369 060211,3619.92,STEVEN CLOSE,362157,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984068,J333370 060211,3093.56,STEVEN CLOSE,362157,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984069,J333373 060211,2790.48,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984069,J333373 060211,2532.92,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984070,J333174 060211,5781.28,ABBEYFIELD / SCOTT ROAD,362162,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984071,J340754 060311,5781.28,ABBEYFIELD / SCOTT ROAD,362162,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-03-02,2984072,J347829 060311,2205.00,HEELEY BANK CARE HOME,362923,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984073,J333410 060211,2861.80,146 WENSLEY STREET,461550,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984074,J340991 060311,2861.80,146 WENSLEY STREET,461550,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984075,J333426 060211,4433.44,131 STRADBROKE ROAD,463771,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984076,J341007 060311,4433.44,131 STRADBROKE ROAD,463771,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984077,J333448 060211,2498.32,51 VIKINGLEA DRIVE,492715,Social Community Care,SHELTERED HOUSING
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984077,J333448 060211,4771.04,51 VIKINGLEA DRIVE,492715,Social Community Care,SHELTERED HOUSING
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984078,J341027 060311,4771.04,51 VIKINGLEA DRIVE,492715,Social Community Care,SHELTERED HOUSING
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984078,J341027 060311,2498.32,51 VIKINGLEA DRIVE,492715,Social Community Care,SHELTERED HOUSING
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984079,J333445 060211,2021.12,31 ANGLETON AVENUE,492722,Social Community Care,SHELTERED HOUSING
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984080,J340954 060311,2790.48,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984080,J340954 060311,2532.92,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9240,SUPPORTED LIVING CARE,2011-03-02,2984081,J341024 060311,2021.12,31 ANGLETON AVENUE,492722,Social Community Care,SHELTERED HOUSING
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984082,J333375 060211,1624.32,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984083,J340956 060311,1624.32,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984084,J322444 121210,2417.00,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984085,J326770 090111,2417.00,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING LEARNING DISABILITI,9240,SUPPORTED LIVING CARE,2011-03-02,2984086,J333377 060211,2417.00,SHEFFIELD HEALTH & SOCIAL CARE NHS,353994,Unclassified Non Trade,HOSPITALS
PURCHASING ELDERLY,9200,SHORT TERM RESIDENTIAL CARE,2011-03-02,2984087,J347818 060211,696.43,KNOWLE HILL,361798,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,SHORT TERM RESIDENTIAL CARE,2011-03-02,2984088,J347819 060211,766.00,NIGHTINGALES RES.HOME,361897,Social Community Care,RESIDENTIAL CARE HOMES
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2011-03-02,2984089,91003,874.00,SWIIS FOSTER CARE LTD.,349291,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2011-03-02,2984090,91004,920.00,SWIIS FOSTER CARE LTD.,349291,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2011-03-02,2984091,91005,900.00,SWIIS FOSTER CARE LTD.,349291,Social Community Care,ADOPTION & FOSTERING
INDEPENDENT FOSTERING PLACEMEN,9270,INDEPENDENT FOSTERING,2011-03-02,2984092,91006,900.00,SWIIS FOSTER CARE LTD.,349291,Social Community Care,ADOPTION & FOSTERING
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2011-03-02,2984093,23802,8000.00,THE KEYS GROUP,325353,Social Community Care,CHILDREN'S HOMES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2011-03-02,2984095,4196,3473.30,PROGRESSIVE CARE LTD,343548,Social Community Care,CHILDREN'S HOMES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2011-03-02,2984096,4197,1335.89,PROGRESSIVE CARE LTD,343548,Social Community Care,CHILDREN'S HOMES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2011-03-02,2984097,3854,1355.14,THE LEAVING CARE COMPANY LTD,542890,Social Community Care,SOCIAL SERVICES
LEAVING CARE,9270,CARELEAVERS ACCOMMODATION,2011-03-02,2984098,3854A,1669.57,THE LEAVING CARE COMPANY LTD,542890,Social Community Care,SOCIAL SERVICES
NORTH SA - CIN S17,9270,PAYMENTS TO RELATIVES/FRIENDS,2011-03-02,2984101,84853,769.89,REDACTED PERSONAL DATA,547796,Social Community Care,CAREFIRST DIRECT PAYMENTS
NORTH SA - CIN S17,9270,PAYMENTS TO RELATIVES/FRIENDS,2011-03-02,2984102,84854,821.59,REDACTED PERSONAL DATA,547796,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,4260,DIRECT PAYMENTS,2011-03-02,2984103,J347830 030411,2184.80,REDACTED PERSONAL DATA,448564,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-03-02,2984104,J347831 030411,6189.12,REDACTED PERSONAL DATA,519551,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-03-02,2984105,J347832 030411,2657.65,REDACTED PERSONAL DATA,530766,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2011-03-02,2984106,AC002416,3550.60,AUTISM CARE (UK) LTD,417515,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-03-02,2984108,265-004056,667.00,LEONARD CHESHIRE SERVICES,329306,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-02,2984112,265-004063,819.25,LEONARD CHESHIRE SERVICES,329306,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-03-02,2984117,265-004141,696.00,LEONARD CHESHIRE SERVICES,329306,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-02,2984122,265-004148,1102.00,LEONARD CHESHIRE SERVICES,329306,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-03-02,2984124,265-004151,507.92,LEONARD CHESHIRE SERVICES,329306,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-03-02,2984127,MH083&MH084S,2100.76,COMMUNITY CARE SERVICES,362000,Social Community Care,HOME CARE SERVICES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984129,J347851 030411,77741.94,ROUNDABOUT LTD (SP),351180,Facilities Management,HOSTELS
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984130,J347877 030411,19335.33,SAFAR THE GREENS (SP),351182,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984131,J347882 030411,5387.20,SACMHA LIMITED (SP),351469,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984132,J347862 030411,2543.04,SHEFFIELD ALCOHOL ADVISORY SERVICE (SP),351470,Medical,ALCOHOL MISUSE - ADVICE & COUN
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984133,J347876 030411,18587.23,D A FLOATING SUPPORT SERVICE (SP),351476,Medical,COUNSELLING & ADVICE SERVICES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984134,J347854 030411,21874.90,SHEFFIELD WOMENS AID,351478,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984135,J347878 030411,23589.65,SHEFFIELD YWCA (SP),351494,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984135,J347878 030411,5115.72,SHEFFIELD YWCA (SP),351494,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984136,J347879 030411,3109.60,MAAN SOMALI MENTAL HEALTH SHEFFIELD,351498,Medical,COUNSELLING & ADVICE SERVICES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984137,J347855 030411,60017.22,ST ANNE'S COMMUNITY SERVICES,351501,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984138,J347856 030411,30110.48,STONHAM HOUSING ASSOCIATION (SP),351504,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
ATTERCLIFFE TECHNOLOGY PARK,6160,GAS,2011-03-02,2984258,6001550077,1420.35,NPOWER,467390,Utilities,ELECTRICITY COMPANIES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984139,J347870 030411,14618.08,SUPPORTING FAMILIES LIMITED (SP),351505,Medical,COUNSELLING & ADVICE SERVICES
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984140,J347863 030411,44010.31,TARGET HOUSING (SP),351507,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984142,J347886 030411,1300.89,ANCHOR TRUST (SP),351515,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984144,J347885 030411,11908.20,MELROSE HOSTEL (SP),351517,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984145,J347841 030411,52344.44,MENCAP (SP),351518,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984147,J347875 030411,1002.36,EQUITY HOUSING GROUP LIMITED (SP),351520,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984151,J347874 030411,3267.78,JOHNNIE JOHNSON HOUSING (SP),351528,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984153,J347844 030411,9449.05,RETHINK (SP),351530,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984154,J347857 030411,21416.35,SUPPORT CARE LTD (SP),351532,Social Community Care,RESIDENTIAL CARE HOMES
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984155,J347864 030411,41094.36,UNITED RESPONSE (SP),351533,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984156,J347883 030411,1329.28,WILLIAM SUTTON TRUST (SP),351535,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984157,J347865 030411,1510.80,YORKSHIRE COMMUNITY HOUSING LTD (SP),351536,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE - LD POOL,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984158,J347859 030411,13830.32,SOUTH YORKSHIRE HOUSING ASSC (SP),351538,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984158,J347859 030411,226710.53,SOUTH YORKSHIRE HOUSING ASSC (SP),351538,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984160,J347869 030411,70065.53,SHELTER (SP),352505,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
SUPPORTING PEOPLE,9060,SUPPORTING PEOPLE PAYMENTS,2011-03-02,2984161,J347866 030411,19598.83,YOUNG WOMENS HOUSING PROJECT (SP),352509,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
