Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
WEST SA - CIN S17,8490,TRANSLATN/SIGN/INTERPRET FEES,2011-06-01,3046064,17028,1336.50,LANGUAGE LINE LIMITED,471915,Human Resources,TRANSLATORS & INTERPRETERS
WEST SA - CIN S17,8490,TRANSLATN/SIGN/INTERPRET FEES,2011-06-01,3046065,15100,1011.50,LANGUAGE LINE LIMITED,471915,Human Resources,TRANSLATORS & INTERPRETERS
WEST SA - CIN S17,8490,TRANSLATN/SIGN/INTERPRET FEES,2011-06-01,3046066,16051,1611.50,LANGUAGE LINE LIMITED,471915,Human Resources,TRANSLATORS & INTERPRETERS
WEST SA - CIN S17,8490,TRANSLATN/SIGN/INTERPRET FEES,2011-06-01,3046067,14166,794.00,LANGUAGE LINE LIMITED,471915,Human Resources,TRANSLATORS & INTERPRETERS
FORMER EMPLOYEE PENSION COSTS,5850,ANNUAL FUNDING REQUIREMENT,2011-06-01,3046732,15238,2329.69,SOUTH YORKSHIRE PENSIONS AUTHORITY,297726,Financial Services,PENSIONS
PEI & MAST MANAGEMENT,8270,SUBSCRIPTIONS,2011-06-01,3046779,207686,10068.00,SHELTER,361160,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
INSURANCE AND RISK,9650,OTHER SERVICE RECHARGES,2011-06-01,3047232,12341,2598.88,PETER HOUSLEY REMOVALS,207489,Transport,REMOVALS & STORAGE - HOUSEHOLD
INSURANCE AND RISK,9650,OTHER SERVICE RECHARGES,2011-06-01,3047307,12408,1117.79,PETER HOUSLEY REMOVALS,207489,Transport,REMOVALS & STORAGE - HOUSEHOLD
PROPERTY,6020,REPAIRS AND MTCE - PROGRAMMED,2011-06-01,3047312,3566,3695.00,K & B ROUSE CONSTRUCTION LTD,516017,Construction,STEEL FABRICATORS & ERECTORS
LICENSING,4080,FEES & CHARGES,2011-06-01,3047454,3354095,1040.38,PERFORMING RIGHT SOCIETY LIMITED,301400,Human Resources,BUSINESS & TRADE ORGANISATIONS
LICENSING,4080,FEES & CHARGES,2011-06-01,3047459,3354096,1965.74,PERFORMING RIGHT SOCIETY LIMITED,301400,Human Resources,BUSINESS & TRADE ORGANISATIONS
LICENSING,4080,FEES & CHARGES,2011-06-01,3047461,3354094,1765.68,PERFORMING RIGHT SOCIETY LIMITED,301400,Human Resources,BUSINESS & TRADE ORGANISATIONS
LICENSING,4080,FEES & CHARGES,2011-06-01,3047463,3354097,3346.65,PERFORMING RIGHT SOCIETY LIMITED,301400,Human Resources,BUSINESS & TRADE ORGANISATIONS
LICENSING,4080,FEES & CHARGES,2011-06-01,3047465,3354103,2461.71,PERFORMING RIGHT SOCIETY LIMITED,301400,Human Resources,BUSINESS & TRADE ORGANISATIONS
LICENSING,4080,FEES & CHARGES,2011-06-01,3047467,3354107,1168.92,PERFORMING RIGHT SOCIETY LIMITED,301400,Human Resources,BUSINESS & TRADE ORGANISATIONS
STOCKSBRIDGE LIBRARY,6150,ELECTRICITY,2011-06-01,3048618,27140598,501.81,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
GRAVES TENNIS & LEISURE CENTRE,6150,ELECTRICITY,2011-06-01,3048635,27140311,2476.38,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
CITY WIDE ALARM - GENERAL,8590,LANDLINE TELEPHONES,2011-06-01,3048653,VP79239170M11301Z9,794.44,BRITISH TELECOMMUNICATIONS PLC,295860,ICT,TELECOMMUNICATION SERVICES
DISTRICT HEATING GENERAL,6150,ELECTRICITY,2011-06-01,3048741,27140234,640.60,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
RECORD MANAGEMENT,8060,MATERIALS AND SUPPLIES GENERAL,2011-06-01,3048757,ERS INVOICE51518,842.80,MWV STORAGE,520355,Transport,STORAGE SERVICES
NORFOLK (HERITAGE) PARK (CITY),6160,GAS,2011-06-01,3048802,A3643340/S1862816,752.10,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
SWAN,1146,L&B PROFESSIONAL FEES,2011-06-01,3048758,ERS INVOICE51536,81510.00,BELL & BUXTON SOLICITORS,326560,Legal Services,SOLICITORS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048348,21375,810.36,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048349,21385,902.08,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-01,3052035,INV066964,2150.00,HAND MADE PLACES LTD,470507,Sports & Playground,PLAYGROUND EQUIPMENT
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-01,3048047,29250,1752.07,MARTIN HAGUE,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-01,3048050,29261,1475.76,MARTIN HAGUE,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-01,3048051,29262,1589.27,MARTIN HAGUE,205329,Construction,EXCAVATION & GROUNDWORK CONTRA
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-01,3048066,154032RI,1519.70,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-01,3048077,154212RI,773.90,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-01,3048088,154214RI,1285.60,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-01,3048099,154329RI,566.00,HARSCO METALS GROUP LTD,493119,Vehicles Not Buses,PLANT & MACHINERY HIRE & LEASI
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-01,3048111,9026652178,3540.25,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
STREET FORCE BALANCE SHEET,776,4332101 INVOICES PAID,2011-06-01,3048113,9026672515,1002.93,TARMAC LTD,463393,Building Construction Materials,BUILDING BLOCK MNFRS & DISTRIB
PUBLIC REALM OH AND SUPPORT,6030,REPAIRS AND MTCE - RESPONSIVE,2011-06-01,3047637,SF/I018562,7978.80,J C DECAUX UK LTD,205854,Facilities Management,ADVERTISING - OUTDOOR
ARCHIVES & CONSERVATION,8060,MATERIALS AND SUPPLIES GENERAL,2011-06-01,3047641,113513,4540.01,TNT UK LTD.,209076,Mail Services,COURIER & MESSENGER SERVICES
SNIPS,8180,GRANTS,2011-06-01,3047652,ASCG1,1043.70,CHANCET WOOD KIDS CLUB,383455,Unclassified Non Trade,SCHOOLS - LOCAL AUTHORITY
EMPLOYEE DEVELOPMENT,5750,EXTERNAL TRAINERS COSTS,2011-06-01,3047655,P217798,7445.97,WORK GROUP PLC,487211,Facilities Management,WRITERS - TECHNICAL & COMMERCI
PUBLIC REALM OH AND SUPPORT,7020,VEHICLE FUEL COSTS,2011-06-01,3047715,6311070,1417.40,CARLTON FUELS LIMITED,490002,Utilities,OIL FUEL DISTRIBUTORS
THE FOSTERS,1143,COMPENSATION,2011-06-01,3047797,SIJ00004667,56400.00,SOUTH YORKSHIRE HOUSING ASSOCIATION,297822,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
STATUTORY ADVERTISING,8420,ADVERTISING AND PUBL-INVOICED,2011-06-01,3048153,7077452,756.18,SHEFFIELD NEWSPAPERS LTD,208391,Education,NEWSPAPER & MAGAZINE PUBLISHER
ATTERCLIFFE TECHNOLOGY PARK,8590,LANDLINE TELEPHONES,2011-06-01,3048470,11768,1094.70,SHEFFIELD SCIENCE PARK COMPANY,302336,Human Resources,TRAINING SERVICES
TRAINING - BROCKWOOD,8040,LEARNING RESOURCES,2011-06-01,3048588,INV000158166,608.00,EDUCATION DEVELOPMENT INTERNATIONAL PLC,552349,Unclassified Non Trade,EDUCATION AGENCIES & AUTHORITI
C'MON EVERYBODY PROJECT,8080,LIBRARY MATERIALS,2011-06-01,3048594,370003465,640.00,WATERSTONES,320326,Education,BOOKSELLERS
AIR QUALITY GRANT,8020,EQUIPMENT LEASE/ RENTAL/ HIRE,2011-06-01,3048617,CBG019,1500.00,CHESTERFIELD SPECIAL CYLINDERS LTD,532426,Unclassified Trade,TANK SUPPLIERS & INSTALLERS
VACANT PROPERTIES,6150,ELECTRICITY,2011-06-01,3048490,27140233,1473.94,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
COMMUNITY CENTRES LYRC,6150,ELECTRICITY,2011-06-01,3048510,27140593,558.26,NPOWER NORTHERN LTD,207191,Utilities,ELECTRICITY COMPANIES
VACANT PROPERTIES,6150,ELECTRICITY,2011-06-01,3048512,79739687330,1132.20,NPOWER,347938,Utilities,ELECTRICITY COMPANIES
KEY STAGE 4 INCLUSION CENTRE,6160,GAS,2011-06-01,3048522,A3645620/S1862883,8946.76,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PERMANENCE & THROUGHCARE STAFF,6160,GAS,2011-06-01,3048531,A3645355/S1862758,608.86,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
VACANT PROPERTIES,6160,GAS,2011-06-01,3048533,A3644312/S1862827,633.49,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
ATTERCLIFFE TECHNOLOGY PARK,6150,ELECTRICITY,2011-06-01,3048596,A3558478/381359,778.72,BRITISH GAS BUSINESS,370790,Utilities,GAS COMPANIES
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2011-06-01,3048292,J374114 260611,4008.00,REDACTED PERSONAL DATA,552639,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9250,INDEPENDENT DAY CARE,2011-06-01,3048293,AC002886,3550.60,AUTISM CARE (UK) LTD,417515,Social Community Care,DISABILITY & SPECIAL NEEDS - S
SCC BALANCE SHEET,1780,ERROR SUSPENSE CARE FIRST,2011-06-01,3048294,J368561 290511,4503.00,CAREWATCH (SHEFFIELD),328494,Social Community Care,HOME CARE SERVICES
PHYSICAL DISABILITIES PURCHASI,9190,BLOCK CONTRACT,2011-06-01,3048294,J368561 290511,119257.39,CAREWATCH (SHEFFIELD),328494,Social Community Care,HOME CARE SERVICES
PURCHASING,9190,BLOCK CONTRACT,2011-06-01,3048294,J368561 290511,13549.80,CAREWATCH (SHEFFIELD),328494,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,BLOCK CONTRACT,2011-06-01,3048294,J368561 290511,37845.01,CAREWATCH (SHEFFIELD),328494,Social Community Care,HOME CARE SERVICES
PURCHASING,9190,CITYWIDE SPOT,2011-06-01,3048295,10503,1114.40,SUPPORTED HOUSING SERVICES,294949,Facilities Management,HOSTELS
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-06-01,3048300,18167,533.25,SUTTON STAFF AGENCY LTD.,301604,Human Resources,EMPLOYMENT & RECRUITMENT AGENCIES
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-06-01,3048302,18173,571.76,SUTTON STAFF AGENCY LTD.,301604,Human Resources,EMPLOYMENT & RECRUITMENT AGENCIES
PURCHASING,9190,CITYWIDE SPOT,2011-06-01,3048306,10504,1973.76,SUPPORTED HOUSING SERVICES,294949,Facilities Management,HOSTELS
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-06-01,3048310,18218,548.06,SUTTON STAFF AGENCY LTD.,301604,Human Resources,EMPLOYMENT & RECRUITMENT AGENCIES
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2011-06-01,3048311,JS/29/5,1463.04,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2011-06-01,3048312,LG/29/5,2534.00,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2011-06-01,3048314,PW/29/5,1828.80,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2011-06-01,3048315,RR/29/5,2101.20,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048316,SI10/03652,1291.92,NEW ERA HOUSING AUTHORITY,505956,Unclassified Non Trade,"HOUSING ASSOCIATIONS, SOCIETIE"
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048317,SIMI021569,3268.44,CARETECH COMMUNITY SERVICES,524237,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048318,SIMI021570,3111.32,CARETECH COMMUNITY SERVICES,524237,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048319,SIMI021571,2311.32,CARETECH COMMUNITY SERVICES,524237,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048320,SIMI021572,2168.00,CARETECH COMMUNITY SERVICES,524237,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048321,21054+367,2080.80,SPECTRUM SOCIAL CARE LTD,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENCIES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048322,SIMI021573,3111.32,CARETECH COMMUNITY SERVICES,524237,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048324,SIMI021574,1580.00,CARETECH COMMUNITY SERVICES,524237,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048325,SIMI021575,2334.08,CARETECH COMMUNITY SERVICES,524237,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048326,SIMI021576,2583.52,CARETECH COMMUNITY SERVICES,524237,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048327,SIMI021578-C,1132.20,CARETECH COMMUNITY SERVICES,524237,Social Community Care,HOME CARE SERVICES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048328,21057+369,783.20,SPECTRUM SOCIAL CARE LTD,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENCIES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048330,21088+377,2080.80,SPECTRUM SOCIAL CARE LTD,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENCIES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048331,21090+379,783.20,SPECTRUM SOCIAL CARE LTD,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENCIES
PURCHASING,9190,CITYWIDE SPOT,2011-06-01,3048333,10505,1918.24,SUPPORTED HOUSING SERVICES,294949,Facilities Management,HOSTELS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048335,21111+387,2080.80,SPECTRUM SOCIAL CARE LTD,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENCIES
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048336,21114+389,783.20,SPECTRUM SOCIAL CARE LTD,328608,Human Resources,EMPLOYMENT & RECRUITMENT AGENCIES
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-06-01,3048344,10506,1504.44,SUPPORTED HOUSING SERVICES,294949,Facilities Management,HOSTELS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048345,21366,647.40,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048346,21367,658.68,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048347,21373,754.88,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048350,21390,1132.32,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048351,21391,1132.32,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2011-06-01,3048352,21392,1294.08,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048353,21397,1887.20,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048354,21398,1887.20,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING,9190,CITYWIDE SPOT,2011-06-01,3048355,10507,1114.40,SUPPORTED HOUSING SERVICES,294949,Facilities Management,HOSTELS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048356,21401,2021.28,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048357,21402,2334.72,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048358,21404,2658.36,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048359,21408,2879.40,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048360,21477,628.76,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048361,21480,1205.66,CITIZENSHIP FIRST,329379,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-06-01,3048366,10508,501.48,SUPPORTED HOUSING SERVICES,294949,Facilities Management,HOSTELS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048376,87768,1825.16,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-06-01,3048377,10509,1170.12,SUPPORTED HOUSING SERVICES,294949,Facilities Management,HOSTELS
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048381,87969,2143.68,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-06-01,3048383,87995,860.72,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048384,88013,844.48,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-06-01,3048385,88030,1970.72,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048386,88036,649.60,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PHYSICAL DISABILITIES PURCHASI,9190,CITYWIDE SPOT,2011-06-01,3048387,88059,871.92,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048389,88060,560.52,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING ELDERLY,9190,CITYWIDE SPOT,2011-06-01,3048390,88168,1743.72,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
TRANSITIONS,9190,CITYWIDE SPOT,2011-06-01,3048391,89960,1555.20,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048392,90029,812.00,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048394,90143,779.52,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048395,90144,779.52,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9190,CITYWIDE SPOT,2011-06-01,3048396,90145,779.52,UNITED RESPONSE,329604,Unclassified Non Trade,CHARITIES & VOLUNTARY ORGANISA
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2011-06-01,3048397,AM/29/5,560.00,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING,9230,CCSP OTHER,2011-06-01,3048397,AM/29/5,659.20,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING LEARNING DISABILITI,9230,CCSP OTHER,2011-06-01,3048399,AP/29/5,2274.80,NEWFIELD VIEW SUPPORTED LIVING LTD,487359,Social Community Care,DISABILITY & SPECIAL NEEDS - S
PURCHASING ELDERLY,4260,RESIDENTIAL COSTS RECOVERED,2011-06-01,3048155,J370940 290511,819.00,GRANGE CRESCENT,361898,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,4260,NURSING COSTS RECOVERED,2011-06-01,3048157,J372897 290511,632.87,NEWFIELD NURSING HOME,361980,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,4260,NURSING COSTS RECOVERED,2011-06-01,3048158,J372898 290511,596.65,HAYTHORNE PLACE,362099,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048163,J374115 260611,18453.00,BEECH CLIFFE GRANGE,361899,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048164,J374117 260611,5553.72,SANDFORD HOUSE,361790,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048164,J374117 260611,19456.64,SANDFORD HOUSE,361790,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048165,J374118 260611,17636.00,ASH HOUSE RESIDENTIAL HOME,361901,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048166,J374119 260611,7693.44,COUMES BROOK,362149,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048167,J374123 260611,15470.96,100 BEIGHTON ROAD,362152,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048167,J374123 260611,7179.40,100 BEIGHTON ROAD,362152,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2011-06-01,3048168,J374125 260611,9432.00,67 BIRCH AVENUE NURSING HOME,362108,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048169,J374127 260611,4239.44,COTTAM ROAD SCHEME,362167,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048169,J374127 260611,18380.12,COTTAM ROAD SCHEME,362167,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048170,J374128 260611,1461.68,EAST BANK ROAD (258A),362007,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048170,J374128 260611,2738.00,EAST BANK ROAD (258A),362007,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048171,J374129 260611,16544.68,EAST BANK ROAD (458A),361789,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048171,J374129 260611,2614.08,EAST BANK ROAD (458A),361789,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048172,J374130 260611,30900.00,GRANGE CRESCENT,361898,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING LEARNING DISABILITI,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048173,J374142 260611,11894.00,NEWFIELD VIEW,361863,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048173,J374142 260611,1271.64,NEWFIELD VIEW,361863,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048174,J374143 260611,5752.00,ROSE COTTAGE,361940,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2011-06-01,3048174,J374143 260611,13620.00,ROSE COTTAGE,361940,Social Community Care,NURSING HOMES
PURCHASING ELDERLY,9200,CONTINUING RESIDENTIAL CARE,2011-06-01,3048175,J374146 260611,1535.68,PARK LODGE CARE HOME,361949,Social Community Care,RESIDENTIAL CARE HOMES
PURCHASING ELDERLY,9210,CONTINUING NURSING CARE,2011-06-01,3048176,J374148 260611,6000.00,FULWOOD LODGE NURSING HOME,361775,Social Community Care,NURSING HOMES
