Business Unit Description,Expense Code,Expense Code Description,GL Date,Document No.,Invoice No.,Invoiced Value,Supplier Name,Address Book No.,Proclass Details Level 1,Thomson Classification Description
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314469,J514503,753.88,REDACTED PERSONAL DATA,473353,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314470,J514503,914.24,REDACTED PERSONAL DATA,474088,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314473,J514503,802.36,REDACTED PERSONAL DATA,474836,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314474,J514503,1224.88,REDACTED PERSONAL DATA,474837,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314475,J514503,798.84,REDACTED PERSONAL DATA,474996,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314478,J514503,1579.48,REDACTED PERSONAL DATA,475431,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314480,J514503,1185.52,REDACTED PERSONAL DATA,475813,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314481,J514503,972.68,REDACTED PERSONAL DATA,475817,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314482,J514503,597.96,REDACTED PERSONAL DATA,476026,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2012-08-14,3314483,J514503,1290.92,REDACTED PERSONAL DATA,476953,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314484,J514503,1324.00,REDACTED PERSONAL DATA,477213,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314487,J514503,1422.56,REDACTED PERSONAL DATA,477693,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314489,J514503,755.12,REDACTED PERSONAL DATA,479928,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2012-08-14,3314490,J514503,912.64,REDACTED PERSONAL DATA,479988,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314492,J514503,604.00,REDACTED PERSONAL DATA,480694,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314493,J514503,2475.40,REDACTED PERSONAL DATA,480976,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314494,J514503,645.96,REDACTED PERSONAL DATA,480977,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314495,J514503,2230.40,REDACTED PERSONAL DATA,481369,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314497,J514503,1016.36,REDACTED PERSONAL DATA,482107,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314498,J514503,877.12,REDACTED PERSONAL DATA,482364,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314499,J514503,520.00,REDACTED PERSONAL DATA,482478,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314503,J514503,3207.56,REDACTED PERSONAL DATA,483754,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314505,J514503,2600.44,REDACTED PERSONAL DATA,484252,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314509,J514503,1116.36,REDACTED PERSONAL DATA,484615,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314510,J514503,1003.60,REDACTED PERSONAL DATA,484652,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2012-08-14,3314515,J514503,836.52,REDACTED PERSONAL DATA,485418,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314516,J514503,2251.00,REDACTED PERSONAL DATA,485848,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314518,J514503,1029.20,REDACTED PERSONAL DATA,486020,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314523,J514503,750.92,REDACTED PERSONAL DATA,487601,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314524,J514503,721.12,REDACTED PERSONAL DATA,487602,Social Community Care,CAREFIRST DIRECT PAYMENTS
EQUIPMENT,9190,DIRECT PAYMENTS,2012-08-14,3314527,J514503,927.04,REDACTED PERSONAL DATA,487987,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314528,J514503,852.52,REDACTED PERSONAL DATA,488040,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314529,J514503,868.08,REDACTED PERSONAL DATA,488898,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314531,J514503,501.80,REDACTED PERSONAL DATA,489385,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314535,J514503,1400.52,REDACTED PERSONAL DATA,489539,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314538,J514503,596.16,REDACTED PERSONAL DATA,489704,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314539,J514503,2281.76,REDACTED PERSONAL DATA,490250,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314544,J514503,913.40,REDACTED PERSONAL DATA,491056,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314548,J514503,500.00,REDACTED PERSONAL DATA,492138,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314550,J514503,2679.20,REDACTED PERSONAL DATA,492144,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314551,J514503,1338.44,REDACTED PERSONAL DATA,492145,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314552,J514503,1012.88,REDACTED PERSONAL DATA,492252,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2012-08-14,3314553,J514503,874.84,REDACTED PERSONAL DATA,492291,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314554,J514503,1696.60,REDACTED PERSONAL DATA,492292,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314555,J514503,757.80,REDACTED PERSONAL DATA,492295,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314557,J514503,3245.12,REDACTED PERSONAL DATA,492443,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314558,J514503,606.00,REDACTED PERSONAL DATA,492490,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314562,J514503,767.48,REDACTED PERSONAL DATA,492889,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314563,J514503,727.52,REDACTED PERSONAL DATA,492890,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314564,J514503,647.92,REDACTED PERSONAL DATA,493332,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314565,J514503,648.52,REDACTED PERSONAL DATA,493333,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314566,J514503,1338.44,REDACTED PERSONAL DATA,493486,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314567,J514503,865.52,REDACTED PERSONAL DATA,493519,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314568,J514503,840.68,REDACTED PERSONAL DATA,493603,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314570,J514503,1391.92,REDACTED PERSONAL DATA,493753,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2012-08-14,3314572,J514503,828.96,REDACTED PERSONAL DATA,501004,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2012-08-14,3314573,J514503,1051.80,REDACTED PERSONAL DATA,501005,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314574,J514503,601.52,REDACTED PERSONAL DATA,501203,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314575,J514503,757.84,REDACTED PERSONAL DATA,501559,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314577,J514503,737.48,REDACTED PERSONAL DATA,501725,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314578,J514503,1414.36,REDACTED PERSONAL DATA,501742,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2012-08-14,3314579,J514503,651.04,REDACTED PERSONAL DATA,501747,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314581,J514503,976.68,REDACTED PERSONAL DATA,502523,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314585,J514503,726.40,REDACTED PERSONAL DATA,503458,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314587,J514503,1043.28,REDACTED PERSONAL DATA,503655,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314592,J514503,551.84,REDACTED PERSONAL DATA,504513,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314593,J514503,1424.72,REDACTED PERSONAL DATA,504622,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314595,J514503,1466.44,REDACTED PERSONAL DATA,504702,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314596,J514503,847.80,REDACTED PERSONAL DATA,504981,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314598,J514503,1105.04,REDACTED PERSONAL DATA,505097,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314599,J514503,1163.20,REDACTED PERSONAL DATA,505375,Social Community Care,CAREFIRST DIRECT PAYMENTS
EQUIPMENT,9190,DIRECT PAYMENTS,2012-08-14,3314600,J514503,868.68,REDACTED PERSONAL DATA,505573,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314601,J514503,1010.72,REDACTED PERSONAL DATA,506067,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314605,J514503,925.40,REDACTED PERSONAL DATA,506745,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314606,J514503,1174.56,REDACTED PERSONAL DATA,506746,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314607,J514503,646.00,REDACTED PERSONAL DATA,506750,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314608,J514503,521.48,REDACTED PERSONAL DATA,507287,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314610,J514503,1915.80,REDACTED PERSONAL DATA,507291,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314613,J514503,740.64,REDACTED PERSONAL DATA,507456,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314616,J514503,931.52,REDACTED PERSONAL DATA,507873,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2012-08-14,3314617,J514503,833.92,REDACTED PERSONAL DATA,508427,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314620,J514503,739.76,REDACTED PERSONAL DATA,509427,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314621,J514503,510.92,REDACTED PERSONAL DATA,509431,Social Community Care,CAREFIRST DIRECT PAYMENTS
CARERS SPECIAL GRANT,9190,DIRECT PAYMENTS,2012-08-14,3314622,J514503,595.12,REDACTED PERSONAL DATA,509813,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2012-08-14,3314626,J514503,702.72,REDACTED PERSONAL DATA,510456,Social Community Care,CAREFIRST DIRECT PAYMENTS
EQUIPMENT,9190,DIRECT PAYMENTS,2012-08-14,3314627,J514503,1520.76,REDACTED PERSONAL DATA,510457,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314630,J514503,3322.52,REDACTED PERSONAL DATA,511188,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2012-08-14,3314632,J514503,532.96,REDACTED PERSONAL DATA,511502,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314637,J514503,765.94,REDACTED PERSONAL DATA,512461,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314641,J514503,531.20,REDACTED PERSONAL DATA,512473,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314643,J514503,2124.48,REDACTED PERSONAL DATA,512879,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314645,J514503,871.32,REDACTED PERSONAL DATA,513144,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314648,J514503,1657.44,REDACTED PERSONAL DATA,513156,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2012-08-14,3314652,J514503,507.60,REDACTED PERSONAL DATA,513163,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING,9190,DIRECT PAYMENTS,2012-08-14,3314653,J514503,549.68,REDACTED PERSONAL DATA,513164,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314655,J514503,614.08,REDACTED PERSONAL DATA,513167,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314661,J514503,574.08,REDACTED PERSONAL DATA,514774,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314662,J514503,722.16,REDACTED PERSONAL DATA,514808,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314663,J514503,1404.96,REDACTED PERSONAL DATA,514835,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314664,J514503,669.96,REDACTED PERSONAL DATA,515347,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314665,J514503,754.00,REDACTED PERSONAL DATA,516106,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314667,J514503,747.36,REDACTED PERSONAL DATA,516113,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314668,J514503,828.80,REDACTED PERSONAL DATA,516263,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314675,J514503,670.48,REDACTED PERSONAL DATA,516918,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314676,J514503,922.80,REDACTED PERSONAL DATA,516922,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314677,J514503,912.00,REDACTED PERSONAL DATA,517512,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314678,J514503,1095.28,REDACTED PERSONAL DATA,517529,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314680,J514503,694.60,REDACTED PERSONAL DATA,517689,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314681,J514503,760.08,REDACTED PERSONAL DATA,517697,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314682,J514503,1219.12,REDACTED PERSONAL DATA,517802,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314683,J514503,1224.32,REDACTED PERSONAL DATA,517805,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314684,J514503,1132.96,REDACTED PERSONAL DATA,517811,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314685,J514503,943.04,REDACTED PERSONAL DATA,518170,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314686,J514503,508.00,REDACTED PERSONAL DATA,518183,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314687,J514503,540.00,REDACTED PERSONAL DATA,518481,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314688,J514503,1417.08,REDACTED PERSONAL DATA,518626,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314689,J514503,810.84,REDACTED PERSONAL DATA,518636,Social Community Care,CAREFIRST DIRECT PAYMENTS
PDSI PURCHASING,9190,DIRECT PAYMENTS,2012-08-14,3314690,J514503,712.36,REDACTED PERSONAL DATA,518642,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314691,J514503,539.04,REDACTED PERSONAL DATA,518660,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314697,J514503,810.96,REDACTED PERSONAL DATA,519289,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314698,J514503,1160.44,REDACTED PERSONAL DATA,519290,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314699,J514503,539.04,REDACTED PERSONAL DATA,519585,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314700,J514503,1684.40,REDACTED PERSONAL DATA,520719,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314704,J514503,2435.68,REDACTED PERSONAL DATA,520990,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314705,J514503,951.32,REDACTED PERSONAL DATA,520992,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314706,J514503,1505.44,REDACTED PERSONAL DATA,520996,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314707,J514503,1992.28,REDACTED PERSONAL DATA,521243,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314708,J514503,735.40,REDACTED PERSONAL DATA,521244,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314711,J514503,2669.44,REDACTED PERSONAL DATA,521252,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314716,J514503,1264.52,REDACTED PERSONAL DATA,522280,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314719,J514503,4724.96,REDACTED PERSONAL DATA,523932,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314720,J514503,1275.48,REDACTED PERSONAL DATA,524333,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314725,J514503,569.56,REDACTED PERSONAL DATA,524834,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314728,J514503,7058.92,REDACTED PERSONAL DATA,525053,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314729,J514503,2986.64,REDACTED PERSONAL DATA,525135,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314731,J514503,750.28,REDACTED PERSONAL DATA,525140,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING ELDERLY,9190,DIRECT PAYMENTS,2012-08-14,3314733,J514503,717.44,REDACTED PERSONAL DATA,525457,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314734,J514503,1558.80,REDACTED PERSONAL DATA,525515,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314735,J514503,694.88,REDACTED PERSONAL DATA,525516,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314736,J514503,2949.72,REDACTED PERSONAL DATA,525635,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314737,J514503,803.40,REDACTED PERSONAL DATA,525636,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314738,J514503,707.08,REDACTED PERSONAL DATA,525637,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314739,J514503,727.20,REDACTED PERSONAL DATA,525640,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314740,J514503,540.00,REDACTED PERSONAL DATA,525642,Social Community Care,CAREFIRST DIRECT PAYMENTS
PURCHASING LEARNING DISABILITI,9190,DIRECT PAYMENTS,2012-08-14,3314741,J514503,1385.11,REDACTED PERSONAL DATA,526021,Social Community Care,CAREFIRST DIRECT PAYMENTS
